event,fname,dist,azimuth,back_azimuth,pkppre_SNR,pkpdf_SNR,array
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_X26A_BHZ.SAC,135.8958,21.80382,333.42615,1.589258257453872,13.854218485214467,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_V25A_BHZ.SAC,134.45154,21.817825,332.95364,1.3502883087020567,18.611497235942,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_530A_BHZ.SAC,140.7577,21.859482,334.70227,3.623927477194847,40.6457619303887,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_IM_PD31_BHZ.SAC,126.544495,21.88838,329.7832,0.7027722715530331,46.70547541991608,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_US_BW06_BHZ.SAC,126.54485,21.88885,329.7828,0.6924672868086956,45.99281401753703,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC17_BHZ.SAC,136.58118,21.943108,333.47427,2.0879558077919302,17.756495439364024,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_Z27A_BHZ.SAC,137.22003,21.957752,333.64545,5.388163545420551,141.4889337664329,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_IW_SMCO_BHZ.SAC,130.62886,21.958359,331.4285,0.7395454219626479,14.059231279051742,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_J18A_BHZ.SAC,125.99023,21.972439,329.41968,1.1682559105953696,18.8177297582629,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_N20A_BHZ.SAC,128.70218,22.040804,330.55057,0.7545947129850861,48.75889687940892,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_L19A_BHZ.SAC,127.19435,22.146824,329.763,1.2042424725122884,20.75449541459701,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC25_BHZ.SAC,136.85843,22.150545,333.3213,1.5732425485002004,20.753508174250303,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC41_BHZ.SAC,137.51958,22.165268,333.49762,2.365498507110836,40.45538176264285,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_IW_LOHW_BHZ.SAC,125.4278,22.169132,328.9051,1.0154110634773443,27.641559218035265,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_IW_MOOW_BHZ.SAC,125.25836,22.190119,328.7959,1.1075990111554574,13.322719424927689,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_K18A_BHZ.SAC,126.475395,22.352556,329.18027,0.7795229062099619,16.77543077212109,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_M19A_BHZ.SAC,127.78483,22.361784,329.76538,0.7911631187535872,44.63092738117922,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_IW_SNOW_BHZ.SAC,125.50156,22.380884,328.67908,1.1313296247494318,63.387847910831056,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_J17A_BHZ.SAC,125.60041,22.410471,328.69083,0.9280771876409664,63.06566147865156,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC68_BHZ.SAC,138.73755,22.457941,333.5119,1.1758514301010998,10.137686802082523,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC32_BHZ.SAC,137.18391,22.460104,333.0676,1.0383348669432002,16.110843889807008,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_O20A_BHZ.SAC,129.31737,22.46641,330.29623,0.8055968875176391,33.501029594096345,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_IW_TPAW_BHZ.SAC,125.39925,22.516386,328.46152,0.9831414737487922,20.936505366092668,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_127A_BHZ.SAC,137.73561,22.538734,333.13974,2.114723769956629,13.402836237787234,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_V24A_BHZ.SAC,134.3051,22.551458,332.05914,0.5940779580350997,13.121180669956852,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC40_BHZ.SAC,137.43903,22.571016,333.0175,2.1178111096442045,19.167256977148444,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC16_BHZ.SAC,136.29636,22.761698,332.45944,0.8441703390472233,24.13230050007939,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_N19A_BHZ.SAC,128.30386,22.770493,329.50018,0.8725534515960441,26.406703450316314,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_L18A_BHZ.SAC,127.08839,22.805857,328.91238,0.8872273655924254,18.155582760133147,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC74_BHZ.SAC,139.48636,22.89577,333.22906,1.3156259572696911,18.522852474134844,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_529A_BHZ.SAC,140.44502,22.959284,333.41153,1.285017876110293,13.667610098513164,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC23_BHZ.SAC,136.5441,22.982403,332.28632,2.800021498570197,28.308718946954304,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_R21A_BHZ.SAC,131.11586,22.998335,330.38858,0.5408934420099661,10.257062951540874,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_P20A_BHZ.SAC,129.80956,23.006329,329.85693,80.77827271023344,276.9819752474217,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_428A_BHZ.SAC,139.72896,23.096584,333.07227,0.8275330103773043,65.85711430576858,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_Y25A_BHZ.SAC,136.11694,23.152826,331.96136,1.4799828072464003,80.3106645851821,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_M18A_BHZ.SAC,127.501205,23.154297,328.68073,0.593528523044187,10.659174564542043,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC31_BHZ.SAC,136.8393,23.2277,332.10056,1.3224583132174177,14.590065588382386,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC67_BHZ.SAC,138.58298,23.243385,332.59482,1.3999405479432514,15.487022198445208,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_Q20A_BHZ.SAC,130.3179,23.280668,329.74057,0.8540320507338391,15.467724665668596,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC73_BHZ.SAC,139.40202,23.289845,332.7707,1.9439867113468747,21.393284407843087,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC09_BHZ.SAC,135.79478,23.322567,331.66748,1.0577587437691869,11.532304536056111,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_L17A_BHZ.SAC,126.61323,23.355307,328.0252,1.4219615638760614,12.5985313247209,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_K16A_BHZ.SAC,125.711464,23.42641,327.5018,1.213980117362407,15.865492496114758,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_P19A_BHZ.SAC,129.46341,23.428995,329.21298,1.3893725210339312,28.54218785304312,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC22_BHZ.SAC,136.40468,23.459606,331.70578,0.5853213982001493,49.2056529381525,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_TA_X24A_BHZ.SAC,135.26161,23.491817,331.3031,1.2624849501328654,14.204910148377728,2009-04-09T08:10:54.020Z_0
2009-04-09T08:10:54.020Z,example_data/2009-04-09T08:10:54.020Z_XR_SC15_BHZ.SAC,136.0667,23.567066,331.47833,1.0117223956537924,14.314497115604016,2009-04-09T08:10:54.020Z_0
